State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
27,021,"Cass County, Minnesota",24754,56.1,52.5,6.4
27,023,"Chippewa County, Minnesota",10008,63.8,60.4,5.2
27,025,"Chisago County, Minnesota",45917,68.1,65.5,3.7
27,027,"Clay County, Minnesota",50709,70.9,67.8,4.0
27,029,"Clearwater County, Minnesota",6645,59.1,54.6,7.6
27,031,"Cook County, Minnesota",4875,60.9,59.0,3.1
27,033,"Cottonwood County, Minnesota",8959,62.7,60.3,3.9
27,035,"Crow Wing County, Minnesota",54347,59.9,56.9,5.0
27,037,"Dakota County, Minnesota",345462,72.1,69.3,3.7
27,039,"Dodge County, Minnesota",16346,72.1,70.0,2.9
27,041,"Douglas County, Minnesota",31544,64.4,62.3,3.1
27,043,"Faribault County, Minnesota",11272,63.9,61.1,4.3
27,045,"Fillmore County, Minnesota",16651,66.8,64.7,3.2
27,047,"Freeborn County, Minnesota",24800,62.0,59.3,4.4
27,049,"Goodhue County, Minnesota",38444,65.0,62.4,4.0
27,051,"Grant County, Minnesota",4858,62.2,59.9,3.7
27,053,"Hennepin County, Minnesota",1025434,71.7,68.6,4.3
27,055,"Houston County, Minnesota",15195,67.1,66.0,1.6
27,057,"Hubbard County, Minnesota",17525,57.4,54.7,4.3
27,059,"Isanti County, Minnesota",32764,67.3,64.4,4.2
27,061,"Itasca County, Minnesota",36952,55.5,52.0,6.2
27,063,"Jackson County, Minnesota",8087,66.5,65.1,2.0
27,065,"Kanabec County, Minnesota",13140,61.0,58.3,4.4
27,067,"Kandiyohi County, Minnesota",34282,67.4,64.8,3.8
27,069,"Kittson County, Minnesota",3406,62.4,60.5,3.1
27,071,"Koochiching County, Minnesota",10210,58.4,55.4,5.1
27,073,"Lac qui Parle County, Minnesota",5528,59.4,58.0,2.1
27,075,"Lake County, Minnesota",9099,55.7,54.1,2.8
27,077,"Lake of the Woods County, Minnesota",3166,62.6,61.3,2.1
27,079,"Le Sueur County, Minnesota",22875,70.0,67.4,3.6
27,081,"Lincoln County, Minnesota",4494,64.3,62.5,2.7
27,083,"Lyon County, Minnesota",19552,67.2,65.2,3.0
27,085,"McLeod County, Minnesota",29566,66.9,64.8,3.2
27,087,"Mahnomen County, Minnesota",3868,58.5,52.5,10.3
27,089,"Marshall County, Minnesota",7156,62.5,60.7,2.9
27,091,"Martin County, Minnesota",15996,65.3,61.8,5.2
27,093,"Meeker County, Minnesota",18427,65.6,63.8,2.5
27,095,"Mille Lacs County, Minnesota",21154,64.6,61.5,4.7
27,097,"Morrison County, Minnesota",27072,64.3,61.3,4.1
27,099,"Mower County, Minnesota",31076,64.8,62.7,3.2
27,101,"Murray County, Minnesota",6630,62.7,60.8,3.0
27,103,"Nicollet County, Minnesota",27673,70.7,69.4,1.9
27,105,"Nobles County, Minnesota",16694,66.2,64.2,3.0
27,107,"Norman County, Minnesota",5127,63.6,60.2,5.1
27,109,"Olmsted County, Minnesota",127412,70.7,68.2,3.4
27,111,"Otter Tail County, Minnesota",48511,61.5,58.1,5.3
27,113,"Pennington County, Minnesota",11217,68.1,66.7,1.9
27,115,"Pine County, Minnesota",24177,56.8,53.4,5.8
27,117,"Pipestone County, Minnesota",7148,64.9,63.0,2.9
27,119,"Polk County, Minnesota",24451,64.9,62.4,3.4
27,121,"Pope County, Minnesota",9207,63.9,62.9,1.0
27,123,"Ramsey County, Minnesota",434052,68.5,65.2,4.7
27,125,"Red Lake County, Minnesota",3065,65.1,64.2,1.5
27,127,"Redwood County, Minnesota",12051,62.1,61.0,1.7
27,129,"Renville County, Minnesota",11628,63.0,61.1,3.1
27,131,"Rice County, Minnesota",54428,64.2,60.7,5.3
27,133,"Rock County, Minnesota",7550,68.2,66.2,2.8
27,135,"Roseau County, Minnesota",12078,68.1,65.2,4.3
27,137,"St. Louis County, Minnesota",167449,60.8,57.8,4.6
27,139,"Scott County, Minnesota",115995,75.4,72.9,3.2
27,141,"Sherburne County, Minnesota",75472,73.5,71.1,3.0
27,143,"Sibley County, Minnesota",11944,68.1,65.9,3.2
27,145,"Stearns County, Minnesota",126025,70.4,67.0,4.4
27,147,"Steele County, Minnesota",29205,67.8,65.5,3.4
27,149,"Stevens County, Minnesota",7792,66.9,65.9,1.4
27,151,"Swift County, Minnesota",7847,61.8,59.4,3.7
27,153,"Todd County, Minnesota",19897,59.4,56.8,4.1
27,155,"Traverse County, Minnesota",2685,62.3,59.8,4.0
27,157,"Wabasha County, Minnesota",17401,65.7,64.2,2.2
27,159,"Wadena County, Minnesota",10838,61.7,57.6,6.1
27,161,"Waseca County, Minnesota",15087,65.4,63.2,3.3
27,163,"Washington County, Minnesota",211727,69.1,67.0,3.0
27,165,"Watonwan County, Minnesota",8685,64.7,60.8,6.1
27,167,"Wilkin County, Minnesota",5178,65.1,61.8,5.0
27,169,"Winona County, Minnesota",41832,68.1,66.1,2.8
27,171,"Wright County, Minnesota",108369,72.7,71.0,2.2
27,173,"Yellow Medicine County, Minnesota",7575,64.6,62.5,3.2
28,001,"Adams County, Mississippi",23684,46.7,43.3,7.1
28,003,"Alcorn County, Mississippi",27882,55.2,51.5,6.4
28,005,"Amite County, Mississippi",10197,40.1,37.1,7.5
28,007,"Attala County, Mississippi",13759,55.0,51.0,7.2
28,009,"Benton County, Mississippi",6299,54.0,51.6,4.4
28,011,"Bolivar County, Mississippi",23986,49.7,45.9,7.4
28,013,"Calhoun County, Mississippi",10644,55.7,53.3,4.2
28,015,"Carroll County, Mississippi",8575,45.4,42.6,6.0
28,017,"Chickasaw County, Mississippi",13269,52.5,50.8,3.1
28,019,"Choctaw County, Mississippi",6615,51.7,47.7,7.3
28,021,"Claiborne County, Mississippi",7262,39.3,35.5,9.0
28,023,"Clarke County, Mississippi",12518,53.4,50.0,5.6
28,025,"Clay County, Mississippi",14892,52.4,47.6,8.9
28,027,"Coahoma County, Mississippi",16214,52.4,46.7,10.8
28,029,"Copiah County, Mississippi",22695,50.1,47.5,5.2
28,031,"Covington County, Mississippi",14237,53.4,50.1,5.8
28,033,"DeSoto County, Mississippi",145064,67.6,64.4,4.4
28,035,"Forrest County, Mississippi",62312,62.7,57.8,7.4
28,037,"Franklin County, Mississippi",6071,43.6,42.5,2.6
28,039,"George County, Mississippi",18768,50.3,44.7,10.4
28,041,"Greene County, Mississippi",11526,32.2,28.2,12.6
28,043,"Grenada County, Mississippi",17123,55.1,52.8,4.1
28,045,"Hancock County, Mississippi",38100,58.8,54.4,6.2
28,047,"Harrison County, Mississippi",164707,61.3,53.0,8.4
28,049,"Hinds County, Mississippi",179343,60.1,55.2,7.8
28,051,"Holmes County, Mississippi",13102,44.9,41.0,8.8
28,053,"Humphreys County, Mississippi",6009,49.6,42.8,13.7
28,055,"Issaquena County, Mississippi",1106,18.6,16.4,12.1
28,057,"Itawamba County, Mississippi",19379,57.9,56.0,2.8
28,059,"Jackson County, Mississippi",115094,59.3,53.6,8.1
28,061,"Jasper County, Mississippi",12909,51.8,49.5,3.8
28,063,"Jefferson County, Mississippi",5823,39.2,37.1,5.4
28,065,"Jefferson Davis County, Mississippi",9276,53.4,48.3,9.2
28,067,"Jones County, Mississippi",52639,55.3,53.2,3.7
28,069,"Kemper County, Mississippi",7547,50.7,43.6,14.1
28,071,"Lafayette County, Mississippi",46935,55.9,54.3,2.8
28,073,"Lamar County, Mississippi",50698,64.0,59.3,5.8
28,075,"Lauderdale County, Mississippi",57526,55.1,50.5,5.5
28,077,"Lawrence County, Mississippi",9232,50.0,44.0,12.0
28,079,"Leake County, Mississippi",17041,50.6,47.3,6.0
28,081,"Lee County, Mississippi",65268,62.9,59.0,5.6
28,083,"Leflore County, Mississippi",20902,56.1,49.3,11.8
28,085,"Lincoln County, Mississippi",27886,51.5,49.3,4.3
28,087,"Lowndes County, Mississippi",46255,57.8,51.5,6.2
28,089,"Madison County, Mississippi",85800,65.6,62.8,4.2
28,091,"Marion County, Mississippi",19288,51.5,46.6,9.5
28,093,"Marshall County, Mississippi",27768,53.8,51.2,4.8
28,095,"Monroe County, Mississippi",27302,52.8,49.9,5.5
28,097,"Montgomery County, Mississippi",7835,48.7,44.9,7.8
28,099,"Neshoba County, Mississippi",22051,55.5,49.9,9.3
28,101,"Newton County, Mississippi",16942,52.9,49.9,4.3
28,103,"Noxubee County, Mississippi",7996,53.5,48.5,9.3
28,105,"Oktibbeha County, Mississippi",43626,56.3,52.5,6.8
28,107,"Panola County, Mississippi",25797,50.8,45.9,9.5
28,109,"Pearl River County, Mississippi",45065,54.5,51.5,5.6
28,111,"Perry County, Mississippi",9327,48.5,43.1,6.3
28,113,"Pike County, Mississippi",30968,51.8,48.1,7.2
28,115,"Pontotoc County, Mississippi",23824,59.2,57.3,2.9
28,117,"Prentiss County, Mississippi",20085,54.9,52.2,5.0
28,119,"Quitman County, Mississippi",4870,51.6,44.9,12.2
28,121,"Rankin County, Mississippi",126502,64.2,61.1,4.4
28,123,"Scott County, Mississippi",21373,56.5,53.1,6.0
28,125,"Sharkey County, Mississippi",3112,56.1,48.9,12.8
28,127,"Simpson County, Mississippi",20587,53.3,50.0,6.0
28,129,"Smith County, Mississippi",11453,48.4,46.6,3.5
28,131,"Stone County, Mississippi",14832,50.2,45.9,8.1
28,133,"Sunflower County, Mississippi",20800,47.3,42.0,11.1
28,135,"Tallahatchie County, Mississippi",10281,48.9,43.5,11.0
28,137,"Tate County, Mississippi",22445,57.4,53.3,7.2
28,139,"Tippah County, Mississippi",17150,57.3,53.8,6.0
28,141,"Tishomingo County, Mississippi",15268,51.0,49.2,3.5
28,143,"Tunica County, Mississippi",7255,64.6,56.7,12.2
28,145,"Union County, Mississippi",21621,58.7,56.3,4.1
28,147,"Walthall County, Mississippi",11098,49.9,46.6,6.5
28,149,"Warren County, Mississippi",35148,57.8,54.8,4.7
28,151,"Washington County, Mississippi",34675,52.9,47.7,9.5
28,153,"Wayne County, Mississippi",15472,54.4,49.6,8.7
28,155,"Webster County, Mississippi",7802,56.3,52.7,6.4
28,157,"Wilkinson County, Mississippi",6956,42.9,40.2,6.3
28,159,"Winston County, Mississippi",14208,49.9,46.1,6.9
28,161,"Yalobusha County, Mississippi",10171,52.2,49.1,5.0
28,163,"Yazoo County, Mississippi",22390,45.1,40.4,10.4
29,001,"Adair County, Missouri",21228,50.9,48.1,5.5
29,003,"Andrew County, Missouri",14336,63.1,59.8,4.1
29,005,"Atchison County, Missouri",4289,60.9,59.4,2.6
29,007,"Audrain County, Missouri",19938,57.9,55.6,3.9
29,009,"Barry County, Missouri",27746,55.9,53.8,3.6
29,011,"Barton County, Missouri",9287,53.1,49.9,6.1
29,013,"Bates County, Missouri",12830,59.1,54.6,7.5
29,015,"Benton County, Missouri",16594,44.9,42.6,5.0
29,017,"Bollinger County, Missouri",8677,56.5,53.8,4.9
29,019,"Boone County, Missouri",151401,66.7,63.9,3.9
29,021,"Buchanan County, Missouri",67906,60.3,57.0,4.8
29,023,"Butler County, Missouri",33768,54.5,51.6,5.3
29,025,"Caldwell County, Missouri",7061,56.2,53.5,4.8
29,027,"Callaway County, Missouri",36425,59.7,56.5,5.2
29,029,"Camden County, Missouri",36695,51.9,49.2,5.2
29,031,"Cape Girardeau County, Missouri",66066,64.7,62.6,3.2
29,033,"Carroll County, Missouri",6842,58.9,56.1,4.7
29,035,"Carter County, Missouri",4325,54.5,53.5,1.2
29,037,"Cass County, Missouri",85735,66.6,63.5,4.5
29,039,"Cedar County, Missouri",11385,48.3,47.0,2.5
29,041,"Chariton County, Missouri",5962,56.1,53.7,4.3
29,043,"Christian County, Missouri",69651,65.4,62.9,3.6
29,045,"Clark County, Missouri",5206,57.5,55.2,3.9
29,047,"Clay County, Missouri",200132,69.8,66.8,4.0
29,049,"Clinton County, Missouri",16962,60.0,56.2,6.1
29,051,"Cole County, Missouri",61878,63.2,61.0,3.1
29,053,"Cooper County, Missouri",13619,56.1,53.3,5.0
29,055,"Crawford County, Missouri",18470,53.1,49.4,6.9
29,057,"Dade County, Missouri",6246,53.2,50.2,5.7
29,059,"Dallas County, Missouri",13480,50.6,47.9,4.9
29,061,"Daviess County, Missouri",6593,56.5,55.2,2.0
29,063,"DeKalb County, Missouri",9942,44.2,42.7,3.1
29,065,"Dent County, Missouri",11588,55.8,53.1,4.8
29,067,"Douglas County, Missouri",9461,49.1,45.9,6.5
29,069,"Dunklin County, Missouri",21747,53.9,50.8,5.7
29,071,"Franklin County, Missouri",84084,62.5,59.5,4.6
29,073,"Gasconade County, Missouri",12101,60.6,59.3,2.1
29,075,"Gentry County, Missouri",4832,59.8,58.0,2.9
29,077,"Greene County, Missouri",244106,62.0,59.4,3.9
29,079,"Grundy County, Missouri",7652,54.7,52.5,4.1
29,081,"Harrison County, Missouri",6461,53.6,52.2,2.3
29,083,"Henry County, Missouri",17880,55.5,51.3,6.7
29,085,"Hickory County, Missouri",7188,39.1,35.5,8.8
29,087,"Holt County, Missouri",3512,56.9,54.1,3.9
29,089,"Howard County, Missouri",8184,55.3,52.8,4.5
29,091,"Howell County, Missouri",31573,53.5,50.5,5.5
29,093,"Iron County, Missouri",7735,52.4,50.7,3.3
29,095,"Jackson County, Missouri",567568,67.1,63.7,4.9
29,097,"Jasper County, Missouri",95886,63.1,60.5,4.1
29,099,"Jefferson County, Missouri",181316,66.2,63.6,3.8
29,101,"Johnson County, Missouri",43416,65.8,55.2,4.8
29,103,"Knox County, Missouri",3009,55.6,54.5,2.1
29,105,"Laclede County, Missouri",28081,58.8,55.3,5.9
29,107,"Lafayette County, Missouri",26297,61.3,59.6,2.4
29,109,"Lawrence County, Missouri",29763,59.5,56.1,5.2
29,111,"Lewis County, Missouri",8132,56.8,53.5,5.9
29,113,"Lincoln County, Missouri",46872,63.6,61.3,3.4
29,115,"Linn County, Missouri",9517,59.7,57.9,2.8
29,117,"Livingston County, Missouri",11508,55.4,53.4,3.0
29,119,"McDonald County, Missouri",18209,56.3,52.9,5.9
29,121,"Macon County, Missouri",12101,56.9,54.6,3.8
29,123,"Madison County, Missouri",10216,56.1,52.6,5.1
29,125,"Maries County, Missouri",6935,54.7,51.7,5.6
29,127,"Marion County, Missouri",22740,60.2,58.5,2.9
29,129,"Mercer County, Missouri",2705,57.2,55.2,2.9
29,131,"Miller County, Missouri",19738,60.5,57.7,4.6
29,133,"Mississippi County, Missouri",10017,45.6,43.3,5.1
29,135,"Moniteau County, Missouri",12041,57.6,55.8,3.0
29,137,"Monroe County, Missouri",7039,52.0,51.1,1.2
29,139,"Montgomery County, Missouri",9188,57.5,55.8,3.0
29,141,"Morgan County, Missouri",16943,47.4,45.8,3.5
29,143,"New Madrid County, Missouri",12942,52.4,50.1,4.0
29,145,"Newton County, Missouri",46602,59.7,57.1,4.2
29,147,"Nodaway County, Missouri",18088,56.7,55.3,2.3
29,149,"Oregon County, Missouri",6970,48.6,46.4,4.5
29,151,"Osage County, Missouri",10684,63.5,62.9,1.0
29,153,"Ozark County, Missouri",7197,44.0,41.3,6.2
29,155,"Pemiscot County, Missouri",12060,51.1,46.2,9.6
29,157,"Perry County, Missouri",15203,63.2,59.6,5.1
29,159,"Pettis County, Missouri",33562,63.1,60.1,3.9
29,161,"Phelps County, Missouri",36482,54.7,52.4,4.2
29,163,"Pike County, Missouri",14133,49.7,47.1,4.8
29,165,"Platte County, Missouri",84652,70.2,67.0,3.6
29,167,"Polk County, Missouri",25546,56.8,54.7,3.6
29,169,"Pulaski County, Missouri",43044,68.3,42.9,4.7
29,171,"Putnam County, Missouri",3712,58.1,55.7,4.0
29,173,"Ralls County, Missouri",8461,57.8,54.8,5.3
29,175,"Randolph County, Missouri",19805,57.0,53.8,5.3
29,177,"Ray County, Missouri",18494,61.5,59.6,3.1
29,179,"Reynolds County, Missouri",5151,52.9,47.6,10.0
29,181,"Ripley County, Missouri",8524,51.8,49.9,3.6
29,183,"St. Charles County, Missouri",324459,69.4,67.1,3.1
29,185,"St. Clair County, Missouri",7713,50.4,49.0,2.5
29,186,"Ste. Genevieve County, Missouri",15007,59.8,56.9,4.8
29,187,"St. Francois County, Missouri",54479,51.7,49.2,4.8
29,189,"St. Louis County, Missouri",806710,64.8,62.0,4.3
29,195,"Saline County, Missouri",18685,57.6,56.0,2.7
29,197,"Schuyler County, Missouri",3119,52.7,51.5,2.3
29,199,"Scotland County, Missouri",3440,56.9,56.3,1.2
29,201,"Scott County, Missouri",29857,60.0,58.2,2.9
29,203,"Shannon County, Missouri",5772,47.9,46.6,2.7
29,205,"Shelby County, Missouri",4788,57.5,56.9,1.1
29,207,"Stoddard County, Missouri",23088,54.5,52.1,4.3
29,209,"Stone County, Missouri",26909,48.7,44.6,8.4
29,211,"Sullivan County, Missouri",4820,56.1,54.7,2.4
29,213,"Taney County, Missouri",46171,58.2,55.2,5.1
29,215,"Texas County, Missouri",20118,48.7,45.4,6.0
29,217,"Vernon County, Missouri",15619,56.7,54.4,4.0
29,219,"Warren County, Missouri",28415,63.3,60.2,4.8
29,221,"Washington County, Missouri",18852,51.2,49.0,4.4
29,223,"Wayne County, Missouri",9207,43.6,40.0,8.3
29,225,"Webster County, Missouri",29743,57.4,54.4,4.8
29,227,"Worth County, Missouri",1613,58.2,57.7,0.9
29,229,"Wright County, Missouri",14257,50.6,48.1,4.8
29,510,"St. Louis city, Missouri",248226,66.2,62.3,5.4
30,001,"Beaverhead County, Montana",8130,58.2,56.6,2.8
30,003,"Big Horn County, Montana",9354,59.6,50.7,15.0
30,005,"Blaine County, Montana",5140,60.0,52.1,13.2
30,007,"Broadwater County, Montana",5896,58.8,54.0,8.2
30,009,"Carbon County, Montana",9011,61.1,57.9,4.9
30,011,"Carter County, Montana",1127,60.2,58.8,2.4
30,013,"Cascade County, Montana",67618,62.8,56.7,3.3
30,015,"Chouteau County, Montana",4742,55.7,52.4,5.2
30,017,"Custer County, Montana",9914,65.2,63.0,3.3
30,019,"Daniels County, Montana",1311,60.7,59.8,1.5
30,021,"Dawson County, Montana",7250,63.4,61.5,3.0
30,023,"Deer Lodge County, Montana",8468,51.6,49.7,3.8
30,025,"Fallon County, Montana",2215,64.4,64.4,0.0
30,027,"Fergus County, Montana",9506,60.7,58.8,3.1
30,029,"Flathead County, Montana",85958,62.6,60.5,3.2
30,031,"Gallatin County, Montana",99296,71.1,69.5,2.1
30,033,"Garfield County, Montana",765,70.1,70.1,0.0
30,035,"Glacier County, Montana",10048,53.3,49.0,7.9
30,037,"Golden Valley County, Montana",725,53.1,52.4,1.3
30,039,"Granite County, Montana",2918,47.9,45.1,5.7
30,041,"Hill County, Montana",12242,63.2,60.7,3.9
30,043,"Jefferson County, Montana",10124,57.5,55.5,3.4
30,045,"Judith Basin County, Montana",1629,62.6,61.1,2.4
30,047,"Lake County, Montana",25160,56.6,52.9,6.5
30,049,"Lewis and Clark County, Montana",57860,65.1,62.4,3.5
30,051,"Liberty County, Montana",1492,54.6,54.4,0.2
30,053,"Lincoln County, Montana",17001,47.4,44.1,6.9
30,055,"McCone County, Montana",1479,63.4,61.8,2.5
30,057,"Madison County, Montana",7613,54.8,53.5,2.3
30,059,"Meagher County, Montana",1697,61.1,60.2,1.5
30,061,"Mineral County, Montana",3826,52.4,50.1,3.6
30,063,"Missoula County, Montana",99271,70.0,66.7,4.5
30,065,"Musselshell County, Montana",4122,50.4,47.9,4.9
30,067,"Park County, Montana",14872,63.2,61.2,3.3
30,069,"Petroleum County, Montana",345,69.3,68.7,0.8
30,071,"Phillips County, Montana",3307,60.4,58.4,3.4
30,073,"Pondera County, Montana",4716,59.9,56.0,6.4
30,075,"Powder River County, Montana",1498,61.3,60.7,1.0
30,077,"Powell County, Montana",6078,43.8,41.7,4.8
30,079,"Prairie County, Montana",1021,56.5,54.8,2.9
30,081,"Ravalli County, Montana",37498,56.4,53.9,4.4
30,083,"Richland County, Montana",8860,66.8,63.5,4.9
30,085,"Roosevelt County, Montana",7572,53.2,48.5,8.6
30,087,"Rosebud County, Montana",6151,58.8,53.2,9.2
30,089,"Sanders County, Montana",10687,40.6,38.5,5.2
30,091,"Sheridan County, Montana",2978,61.1,60.0,1.5
30,093,"Silver Bow County, Montana",28818,60.1,57.1,4.6
30,095,"Stillwater County, Montana",7374,59.8,57.9,2.6
30,097,"Sweet Grass County, Montana",3047,62.1,60.6,2.1
30,099,"Teton County, Montana",4872,60.4,58.7,2.1
30,101,"Toole County, Montana",4144,53.5,51.4,3.9
30,103,"Treasure County, Montana",571,64.4,63.7,1.1
30,105,"Valley County, Montana",6022,60.1,57.6,4.0
30,107,"Wheatland County, Montana",1692,49.0,48.9,0.2
30,109,"Wibaux County, Montana",841,58.1,58.1,0.0
30,111,"Yellowstone County, Montana",131735,66.2,63.9,3.5
31,001,"Adams County, Nebraska",24341,65.6,63.9,2.7
31,003,"Antelope County, Nebraska",4939,67.4,66.0,2.1
31,005,"Arthur County, Nebraska",355,63.1,62.8,0.4
31,007,"Banner County, Nebraska",542,66.4,64.2,3.3
31,009,"Blaine County, Nebraska",327,64.2,63.0,1.9
31,011,"Boone County, Nebraska",4307,65.5,64.8,1.0
31,013,"Box Butte County, Nebraska",8324,65.6,63.0,4.0
31,015,"Boyd County, Nebraska",1463,59.9,58.9,1.8
31,017,"Brown County, Nebraska",2243,57.6,57.3,0.5
31,019,"Buffalo County, Nebraska",40018,71.0,68.7,2.9
31,021,"Burt County, Nebraska",5353,58.5,56.9,2.7
31,023,"Butler County, Nebraska",6682,67.4,66.9,0.7
31,025,"Cass County, Nebraska",21091,67.5,65.7,2.2
31,027,"Cedar County, Nebraska",6472,67.9,66.5,2.0
31,029,"Chase County, Nebraska",2896,61.3,59.7,2.6
31,031,"Cherry County, Nebraska",4348,67.6,67.3,0.4
31,033,"Cheyenne County, Nebraska",7559,62.8,61.2,2.6
31,035,"Clay County, Nebraska",4751,67.3,65.6,2.2
31,037,"Colfax County, Nebraska",7745,70.4,68.1,1.7
31,039,"Cuming County, Nebraska",7090,68.0,66.1,2.6
31,041,"Custer County, Nebraska",8362,63.9,62.9,1.6
31,043,"Dakota County, Nebraska",15594,69.9,67.6,3.0
31,045,"Dawes County, Nebraska",6961,63.8,62.8,1.5
31,047,"Dawson County, Nebraska",18229,69.5,67.9,2.1
31,049,"Deuel County, Nebraska",1575,58.2,55.9,3.8
31,051,"Dixon County, Nebraska",4321,67.0,64.8,2.9
31,053,"Dodge County, Nebraska",29121,65.0,62.1,4.1
31,055,"Douglas County, Nebraska",450091,70.7,67.7,3.8
31,057,"Dundy County, Nebraska",1461,66.9,66.7,0.2
31,059,"Fillmore County, Nebraska",4629,65.7,64.9,1.0
31,061,"Franklin County, Nebraska",2405,58.8,57.3,2.5
31,063,"Frontier County, Nebraska",2047,61.1,57.7,4.4
31,065,"Furnas County, Nebraska",3798,59.0,58.4,1.0
31,067,"Gage County, Nebraska",17382,63.4,62.0,2.0
31,069,"Garden County, Nebraska",1407,51.4,49.6,3.5
31,071,"Garfield County, Nebraska",1497,64.6,63.9,1.1
31,073,"Gosper County, Nebraska",1567,59.4,58.5,1.5
31,075,"Grant County, Nebraska",531,66.9,65.9,1.4
31,077,"Greeley County, Nebraska",1746,57.8,56.8,1.8
31,079,"Hall County, Nebraska",47307,68.1,66.0,2.9
31,081,"Hamilton County, Nebraska",7333,66.9,64.4,3.6
31,083,"Harlan County, Nebraska",2445,62.1,60.8,2.0
31,085,"Hayes County, Nebraska",732,58.6,58.5,0.2
31,087,"Hitchcock County, Nebraska",2065,58.5,57.4,1.9
31,089,"Holt County, Nebraska",7886,67.2,66.3,1.3
31,091,"Hooker County, Nebraska",545,63.7,61.7,3.2
31,093,"Howard County, Nebraska",5063,65.8,63.2,4.0
31,095,"Jefferson County, Nebraska",5785,60.8,60.2,1.1
31,097,"Johnson County, Nebraska",4422,49.6,48.9,1.4
31,099,"Kearney County, Nebraska",5100,69.3,68.2,1.6
31,101,"Keith County, Nebraska",6843,60.9,59.3,2.6
31,103,"Keya Paha County, Nebraska",758,59.4,59.2,0.2
31,105,"Kimball County, Nebraska",2826,59.7,58.4,2.2
31,107,"Knox County, Nebraska",6646,63.3,60.7,4.1
31,109,"Lancaster County, Nebraska",257545,70.6,68.1,3.2
31,111,"Lincoln County, Nebraska",27489,63.5,61.3,3.4
31,113,"Logan County, Nebraska",654,68.2,67.9,0.4
31,115,"Loup County, Nebraska",518,63.9,63.9,0.0
31,117,"McPherson County, Nebraska",380,66.3,66.3,0.0
31,119,"Madison County, Nebraska",27503,67.7,65.8,2.6
31,121,"Merrick County, Nebraska",6214,64.2,63.9,0.5
31,123,"Morrill County, Nebraska",3686,62.2,58.8,5.5
31,125,"Nance County, Nebraska",2676,64.9,62.0,4.4
31,127,"Nemaha County, Nebraska",5725,60.9,57.0,6.4
31,129,"Nuckolls County, Nebraska",3381,64.7,63.9,1.3
31,131,"Otoe County, Nebraska",12604,66.9,64.7,3.2
31,133,"Pawnee County, Nebraska",2000,57.4,56.0,2.4
31,135,"Perkins County, Nebraska",2228,65.8,65.0,1.2
31,137,"Phelps County, Nebraska",7022,64.9,64.4,0.8
31,139,"Pierce County, Nebraska",5700,68.0,66.4,2.4
31,141,"Platte County, Nebraska",26221,69.3,67.9,1.9
31,143,"Polk County, Nebraska",4174,66.9,65.6,1.9
31,145,"Red Willow County, Nebraska",8760,62.8,61.4,2.3
31,147,"Richardson County, Nebraska",6404,61.8,58.8,4.7
31,149,"Rock County, Nebraska",1074,62.1,61.4,1.2
31,151,"Saline County, Nebraska",10966,67.2,65.6,2.1
31,153,"Sarpy County, Nebraska",146370,73.2,68.6,2.6
31,155,"Saunders County, Nebraska",17629,69.2,66.9,2.4
31,157,"Scotts Bluff County, Nebraska",28219,64.0,61.7,3.5
31,159,"Seward County, Nebraska",14045,68.2,66.5,2.2
31,161,"Sheridan County, Nebraska",4132,59.4,58.2,2.2
31,163,"Sherman County, Nebraska",2444,63.6,60.9,4.2
31,165,"Sioux County, Nebraska",913,58.7,56.4,3.9
31,167,"Stanton County, Nebraska",4571,68.5,68.1,0.7
31,169,"Thayer County, Nebraska",4007,62.9,60.9,3.2
31,171,"Thomas County, Nebraska",507,70.0,69.4,0.8
31,173,"Thurston County, Nebraska",4659,64.4,57.9,10.0
31,175,"Valley County, Nebraska",3287,63.1,62.7,0.6
31,177,"Washington County, Nebraska",16584,68.1,66.7,2.0
31,179,"Wayne County, Nebraska",8095,68.5,66.2,3.4
31,181,"Webster County, Nebraska",2732,65.9,64.7,1.8
31,183,"Wheeler County, Nebraska",634,58.0,57.3,1.4
31,185,"York County, Nebraska",11273,63.6,61.6,2.8
32,001,"Churchill County, Nevada",20312,62.5,53.1,6.3
32,003,"Clark County, Nevada",1809986,63.8,58.4,7.7
32,005,"Douglas County, Nevada",43031,52.2,50.4,3.1
32,007,"Elko County, Nevada",41149,67.1,63.9,4.7
32,009,"Esmeralda County, Nevada",900,47.7,45.4,4.7
32,011,"Eureka County, Nevada",1255,46.1,46.1,0.0
32,013,"Humboldt County, Nevada",13268,65.6,62.8,4.3
32,015,"Lander County, Nevada",4400,60.1,53.1,11.7
32,017,"Lincoln County, Nevada",3659,47.0,45.1,4.1
32,019,"Lyon County, Nevada",48313,58.9,54.3,7.2
32,021,"Mineral County, Nevada",3738,47.5,44.7,5.8
32,023,"Nye County, Nevada",44286,41.8,37.9,9.3
32,027,"Pershing County, Nevada",5561,40.0,36.6,8.5
32,029,"Storey County, Nevada",3513,41.9,38.3,7.0
32,031,"Washoe County, Nevada",395779,66.2,62.7,5.0
32,033,"White Pine County, Nevada",7334,49.3,47.3,4.1
32,510,"Carson City, Nevada",47931,60.0,57.0,4.7
33,001,"Belknap County, New Hampshire",53998,62.7,60.8,2.7
